date,hour,department,demand
2026-08-19 02:00:00,2,NEURO SURGERY CONSULTATION,0.1273816414501629
2026-08-19 02:00:00,2,NEUROSURGERY,0.4557053610564014
2026-08-19 02:00:00,2,NUTRITION,0.2477046608430265
2026-08-19 02:00:00,2,OCCUPATIONAL THERAPY,0.1238996389212164
2026-08-19 02:00:00,2,OHNS,0.2995263996410194
2026-08-19 02:00:00,2,ONCOLOGY,1.4492767164037623
2026-08-19 02:00:00,2,Ortho OPD,0.1784689388827328
2026-08-19 02:00:00,2,PAEDS,0.1928485619457723
2026-08-19 02:00:00,2,PAEDS BKKH,2.69399462626732
2026-08-19 02:00:00,2,PALLIATIVE,0.073687960571217
2026-08-19 02:00:00,2,PATHOLOGY,0.1928485619457723
2026-08-19 02:00:00,2,PEDIATRIC NEUROLOGY,0.1928485619457723
2026-08-19 02:00:00,2,PHYSIOTHERAPY,0.5019359128924037
2026-08-19 02:00:00,2,PRIVATE CLINIC,0.2620000517279495
2026-08-19 02:00:00,2,PSYCHOLOGY,0.3159123675189401
2026-08-19 02:00:00,2,RENAL,0.0
2026-08-19 02:00:00,2,RESPIRATORY CENTER,0.1928485619457723
2026-08-19 02:00:00,2,SPECIALITY CLINIC,0.6995732213313602
2026-08-19 02:00:00,2,TELEMEDICINE,0.123249266416378
2026-08-19 03:00:00,3,ADMISSION,0.6955448083990432
2026-08-19 03:00:00,3,ANAESTHESIA,0.1928485619457723
2026-08-19 03:00:00,3,Audiology,0.1038478758984408
2026-08-19 03:00:00,3,CARDIOLOGY,0.1273816414501629
2026-08-19 03:00:00,3,CASUALTY,0.0897838111976226
2026-08-19 03:00:00,3,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),0.7597137739523635
2026-08-19 03:00:00,3,DAYCASE,0.1700191858585885
2026-08-19 03:00:00,3,DENTAL,0.2706161194276859
2026-08-19 03:00:00,3,DIABETIC CLINIC,0.1273816414501629
2026-08-19 03:00:00,3,EYE CLINIC,0.229172162841928
2026-08-19 03:00:00,3,FAMILY CLINIC,0.1273551470406681
2026-08-19 03:00:00,3,FAMILY MEDICINE,0.1315016050780292
2026-08-19 03:00:00,3,GENERAL OPD ,16.546626429650857
2026-08-19 03:00:00,3,Gen Surg OPD,0.2054893955894842
2026-08-19 03:00:00,3,Gynae OPD,0.1273551470406681
2026-08-19 03:00:00,3,HTS,0.1928485619457723
2026-08-19 03:00:00,3,MATERNITY NURSERY,0.1273816414501629
2026-08-19 03:00:00,3,MCH,0.3838842116037135
2026-08-19 03:00:00,3,MEB PHYSIOTHERAPY,0.1928485619457723
2026-08-19 03:00:00,3,MEB SPECIALITY CLINIC,0.4722063552833204
2026-08-19 03:00:00,3,MENTAL HEALTH,0.1928485619457723
2026-08-19 03:00:00,3,MORGUE,0.1928485619457723
2026-08-19 03:00:00,3,NEURO SURGERY CONSULTATION,0.1273816414501629
2026-08-19 03:00:00,3,NEUROSURGERY,0.4557053610564014
2026-08-19 03:00:00,3,NUTRITION,0.136027417535232
2026-08-19 03:00:00,3,OCCUPATIONAL THERAPY,0.1238996389212164
2026-08-19 03:00:00,3,OHNS,0.2995263996410194
2026-08-19 03:00:00,3,ONCOLOGY,2.1171437668195456
2026-08-19 03:00:00,3,Ortho OPD,0.0667916955749388
2026-08-19 03:00:00,3,PAEDS,0.1928485619457723
2026-08-19 03:00:00,3,PAEDS BKKH,1.9520532317975816
2026-08-19 03:00:00,3,PALLIATIVE,0.073687960571217
2026-08-19 03:00:00,3,PATHOLOGY,0.1928485619457723
2026-08-19 03:00:00,3,PEDIATRIC NEUROLOGY,0.1928485619457723
2026-08-19 03:00:00,3,PHYSIOTHERAPY,0.5019359128924037
2026-08-19 03:00:00,3,PRIVATE CLINIC,0.2620000517279495
2026-08-19 03:00:00,3,PSYCHOLOGY,0.3159123675189401
2026-08-19 03:00:00,3,RENAL,0.0
2026-08-19 03:00:00,3,RESPIRATORY CENTER,0.1928485619457723
2026-08-19 03:00:00,3,SPECIALITY CLINIC,0.7422505205566168
2026-08-19 03:00:00,3,TELEMEDICINE,0.123249266416378
2026-08-19 04:00:00,4,ADMISSION,0.4919233485012941
2026-08-19 04:00:00,4,ANAESTHESIA,0.1950979642073707
2026-08-19 04:00:00,4,Audiology,0.0899785274362138
2026-08-19 04:00:00,4,CARDIOLOGY,0.1296310437117612
2026-08-19 04:00:00,4,CASUALTY,0.092033213459221
2026-08-19 04:00:00,4,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),0.4375928692699968
2026-08-19 04:00:00,4,DAYCASE,0.1719957909534177
2026-08-19 04:00:00,4,DENTAL,0.300160980492892
2026-08-19 04:00:00,4,DIABETIC CLINIC,0.1296310437117612
2026-08-19 04:00:00,4,EYE CLINIC,0.2874856790517342
2026-08-19 04:00:00,4,FAMILY CLINIC,0.1296045493022664
2026-08-19 04:00:00,4,FAMILY MEDICINE,0.1337510073396275
2026-08-19 04:00:00,4,GENERAL OPD ,18.925233296985542
2026-08-19 04:00:00,4,Gen Surg OPD,0.1044598743387757
2026-08-19 04:00:00,4,Gynae OPD,0.1296045493022664
2026-08-19 04:00:00,4,HTS,0.1950979642073707
2026-08-19 04:00:00,4,MATERNITY NURSERY,0.1296310437117612
2026-08-19 04:00:00,4,MCH,0.1106205769223138
2026-08-19 04:00:00,4,MEB PHYSIOTHERAPY,0.1950979642073707
2026-08-19 04:00:00,4,MEB SPECIALITY CLINIC,0.7360830991627869
2026-08-19 04:00:00,4,MENTAL HEALTH,0.1950979642073707
2026-08-19 04:00:00,4,MORGUE,0.1950979642073707
2026-08-19 04:00:00,4,NEURO SURGERY CONSULTATION,0.1296310437117612
2026-08-19 04:00:00,4,NEUROSURGERY,0.3661170899049194
2026-08-19 04:00:00,4,NUTRITION,0.1221580690730052
2026-08-19 04:00:00,4,OCCUPATIONAL THERAPY,0.1100302904589896
2026-08-19 04:00:00,4,OHNS,0.2179542296493382
2026-08-19 04:00:00,4,ONCOLOGY,0.0
2026-08-19 04:00:00,4,Ortho OPD,0.0690410978365372
2026-08-19 04:00:00,4,PAEDS,0.1950979642073707
2026-08-19 04:00:00,4,PAEDS BKKH,0.8343959951791706
2026-08-19 04:00:00,4,PALLIATIVE,0.0759373628328153
2026-08-19 04:00:00,4,PATHOLOGY,0.1950979642073707
2026-08-19 04:00:00,4,PEDIATRIC NEUROLOGY,0.1950979642073707
2026-08-19 04:00:00,4,PHYSIOTHERAPY,0.485017494541731
2026-08-19 04:00:00,4,PRIVATE CLINIC,0.1659238147881896
2026-08-19 04:00:00,4,PSYCHOLOGY,0.1649444830742418
2026-08-19 04:00:00,4,RENAL,0.1466189883218611
2026-08-19 04:00:00,4,RESPIRATORY CENTER,0.1950979642073707
2026-08-19 04:00:00,4,SPECIALITY CLINIC,0.9177795912852132
2026-08-19 04:00:00,4,TELEMEDICINE,0.1254986686779763
2026-08-19 05:00:00,5,ADMISSION,0.4892782134336932
2026-08-19 05:00:00,5,ANAESTHESIA,0.1851099421568054
2026-08-19 05:00:00,5,Audiology,0.1024774015027751
2026-08-19 05:00:00,5,CARDIOLOGY,0.1196430216611959
2026-08-19 05:00:00,5,CASUALTY,0.1120509851365147
2026-08-19 05:00:00,5,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),0.3934325170249089
2026-08-19 05:00:00,5,DAYCASE,0.1563015832674348
2026-08-19 05:00:00,5,DENTAL,0.1637350907126578
2026-08-19 05:00:00,5,DIABETIC CLINIC,0.1196430216611959
2026-08-19 05:00:00,5,EYE CLINIC,0.3087425739791061
2026-08-19 05:00:00,5,FAMILY CLINIC,0.1196165272517011
2026-08-19 05:00:00,5,FAMILY MEDICINE,0.1237629852890622
2026-08-19 05:00:00,5,GENERAL OPD ,19.164699277129948
2026-08-19 05:00:00,5,Gen Surg OPD,0.1406165503711623
2026-08-19 05:00:00,5,Gynae OPD,0.1196165272517011
2026-08-19 05:00:00,5,HTS,0.1851099421568054
2026-08-19 05:00:00,5,MATERNITY NURSERY,0.1196430216611959
2026-08-19 05:00:00,5,MCH,0.0
2026-08-19 05:00:00,5,MEB PHYSIOTHERAPY,0.1851099421568054
2026-08-19 05:00:00,5,MEB SPECIALITY CLINIC,1.6630043047671643
2026-08-19 05:00:00,5,MENTAL HEALTH,0.1851099421568054
2026-08-19 05:00:00,5,MORGUE,0.1851099421568054
2026-08-19 05:00:00,5,NEURO SURGERY CONSULTATION,0.1196430216611959
2026-08-19 05:00:00,5,NEUROSURGERY,0.4662532782661156
2026-08-19 05:00:00,5,NUTRITION,0.1034573484510216
2026-08-19 05:00:00,5,OCCUPATIONAL THERAPY,0.0964645453700302
2026-08-19 05:00:00,5,OHNS,0.218306099676605
2026-08-19 05:00:00,5,ONCOLOGY,1.5033109446836803
2026-08-19 05:00:00,5,Ortho OPD,0.059053075785972
2026-08-19 05:00:00,5,PAEDS,0.1851099421568054
2026-08-19 05:00:00,5,PAEDS BKKH,2.042272299341473
2026-08-19 05:00:00,5,PALLIATIVE,0.06594934078225
2026-08-19 05:00:00,5,PATHOLOGY,0.1851099421568054
2026-08-19 05:00:00,5,PEDIATRIC NEUROLOGY,0.1851099421568054
2026-08-19 05:00:00,5,PHYSIOTHERAPY,0.3163511214948497
2026-08-19 05:00:00,5,PRIVATE CLINIC,0.1931938260512854
2026-08-19 05:00:00,5,PSYCHOLOGY,0.1598416231535854
2026-08-19 05:00:00,5,RENAL,0.4501647008017257
2026-08-19 05:00:00,5,RESPIRATORY CENTER,0.1851099421568054
2026-08-19 05:00:00,5,SPECIALITY CLINIC,1.7209246336022022
2026-08-19 05:00:00,5,TELEMEDICINE,0.1164447788863864
2026-08-19 06:00:00,6,ADMISSION,0.8963752022477238
2026-08-19 06:00:00,6,ANAESTHESIA,0.2927591160738241
2026-08-19 06:00:00,6,Audiology,0.1883848492181876
2026-08-19 06:00:00,6,CARDIOLOGY,0.2272921955782146
2026-08-19 06:00:00,6,CASUALTY,0.1816663397362828
2026-08-19 06:00:00,6,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),1.5863470900993633
2026-08-19 06:00:00,6,DAYCASE,0.3152064744826304
2026-08-19 06:00:00,6,DENTAL,0.6944426336255166
2026-08-19 06:00:00,6,DIABETIC CLINIC,0.2272921955782146
2026-08-19 06:00:00,6,EYE CLINIC,0.4358281093648884
2026-08-19 06:00:00,6,FAMILY CLINIC,0.2272657011687198
2026-08-19 06:00:00,6,FAMILY MEDICINE,0.2272835684246399
2026-08-19 06:00:00,6,GENERAL OPD ,18.860726997926577
2026-08-19 06:00:00,6,Gen Surg OPD,0.2663398301309505
2026-08-19 06:00:00,6,Gynae OPD,0.2272657011687198
2026-08-19 06:00:00,6,HTS,0.2927591160738241
2026-08-19 06:00:00,6,MATERNITY NURSERY,0.2272921955782146
2026-08-19 06:00:00,6,MCH,0.3593255691216061
2026-08-19 06:00:00,6,MEB PHYSIOTHERAPY,0.2927591160738241
2026-08-19 06:00:00,6,MEB SPECIALITY CLINIC,3.1001971176940746
2026-08-19 06:00:00,6,MENTAL HEALTH,0.2927591160738241
2026-08-19 06:00:00,6,MORGUE,0.2927591160738241
2026-08-19 06:00:00,6,NEURO SURGERY CONSULTATION,0.2272921955782146
2026-08-19 06:00:00,6,NEUROSURGERY,0.847745718399453
2026-08-19 06:00:00,6,NUTRITION,0.1925332199157868
2026-08-19 06:00:00,6,OCCUPATIONAL THERAPY,0.2416544118380356
2026-08-19 06:00:00,6,OHNS,0.4956546764010749
2026-08-19 06:00:00,6,ONCOLOGY,2.641024252928902
2026-08-19 06:00:00,6,Ortho OPD,0.1414341644497072
2026-08-19 06:00:00,6,PAEDS,0.2927591160738241
2026-08-19 06:00:00,6,PAEDS BKKH,3.6803627946607183
2026-08-19 06:00:00,6,PALLIATIVE,0.1736339604682787
2026-08-19 06:00:00,6,PATHOLOGY,0.2927591160738241
2026-08-19 06:00:00,6,PEDIATRIC NEUROLOGY,0.2927591160738241
2026-08-19 06:00:00,6,PHYSIOTHERAPY,0.6325765223122274
2026-08-19 06:00:00,6,PRIVATE CLINIC,0.2927777177372784
2026-08-19 06:00:00,6,PSYCHOLOGY,0.2755337803773048
2026-08-19 06:00:00,6,RENAL,0.7703666683231468
2026-08-19 06:00:00,6,RESPIRATORY CENTER,0.2927591160738241
2026-08-19 06:00:00,6,SPECIALITY CLINIC,3.204364604051399
2026-08-19 06:00:00,6,TELEMEDICINE,0.1988258675501219
2026-08-19 07:00:00,7,ADMISSION,1.5171269394200022
2026-08-19 07:00:00,7,ANAESTHESIA,0.3005777475689484
2026-08-19 07:00:00,7,Audiology,0.3348321930617866
2026-08-19 07:00:00,7,CARDIOLOGY,0.235110827073339
2026-08-19 07:00:00,7,CASUALTY,0.2621693302403542
2026-08-19 07:00:00,7,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),3.114919739496224
2026-08-19 07:00:00,7,DAYCASE,0.7491911296005035
2026-08-19 07:00:00,7,DENTAL,1.492680708531111
2026-08-19 07:00:00,7,DIABETIC CLINIC,0.235110827073339
2026-08-19 07:00:00,7,EYE CLINIC,1.2232711327778525
2026-08-19 07:00:00,7,FAMILY CLINIC,0.2350843326638442
2026-08-19 07:00:00,7,FAMILY MEDICINE,0.2351021999197643
2026-08-19 07:00:00,7,GENERAL OPD ,20.80559993798721
2026-08-19 07:00:00,7,Gen Surg OPD,0.8035482281812084
2026-08-19 07:00:00,7,Gynae OPD,0.2350843326638442
2026-08-19 07:00:00,7,HTS,0.3005777475689484
2026-08-19 07:00:00,7,MATERNITY NURSERY,0.235110827073339
2026-08-19 07:00:00,7,MCH,1.7752389696472446
2026-08-19 07:00:00,7,MEB PHYSIOTHERAPY,0.3005777475689484
2026-08-19 07:00:00,7,MEB SPECIALITY CLINIC,6.820621212656925
2026-08-19 07:00:00,7,MENTAL HEALTH,0.3005777475689484
2026-08-19 07:00:00,7,MORGUE,0.3005777475689484
2026-08-19 07:00:00,7,NEURO SURGERY CONSULTATION,0.235110827073339
2026-08-19 07:00:00,7,NEUROSURGERY,1.461930906114611
2026-08-19 07:00:00,7,NUTRITION,0.2556792964526722
2026-08-19 07:00:00,7,OCCUPATIONAL THERAPY,0.4541273632973395
2026-08-19 07:00:00,7,OHNS,1.4193683972693596
2026-08-19 07:00:00,7,ONCOLOGY,6.608553310000251
2026-08-19 07:00:00,7,Ortho OPD,0.149943969011236
2026-08-19 07:00:00,7,PAEDS,0.3005777475689484
2026-08-19 07:00:00,7,PAEDS BKKH,6.4945420555418725
2026-08-19 07:00:00,7,PALLIATIVE,0.1821437650298076
2026-08-19 07:00:00,7,PATHOLOGY,0.3005777475689484
2026-08-19 07:00:00,7,PEDIATRIC NEUROLOGY,0.3005777475689484
2026-08-19 07:00:00,7,PHYSIOTHERAPY,1.538899539051274
2026-08-19 07:00:00,7,PRIVATE CLINIC,0.9001158011971384
2026-08-19 07:00:00,7,PSYCHOLOGY,0.3892954231372071
2026-08-19 07:00:00,7,RENAL,2.4531331398660203
2026-08-19 07:00:00,7,RESPIRATORY CENTER,0.3005777475689484
2026-08-19 07:00:00,7,SPECIALITY CLINIC,7.516690539074492
2026-08-19 07:00:00,7,TELEMEDICINE,0.2280713756857404
2026-08-19 08:00:00,8,ADMISSION,2.8611039153770914
2026-08-19 08:00:00,8,ANAESTHESIA,0.347955883146599
2026-08-19 08:00:00,8,Audiology,0.5826998914731932
2026-08-19 08:00:00,8,CARDIOLOGY,0.2784500630110639
2026-08-19 08:00:00,8,CASUALTY,0.5072317877911952
2026-08-19 08:00:00,8,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),8.268817146977703
2026-08-19 08:00:00,8,DAYCASE,1.2824810138019296
2026-08-19 08:00:00,8,DENTAL,3.5768513555266788
2026-08-19 08:00:00,8,DIABETIC CLINIC,0.2784500630110639
2026-08-19 08:00:00,8,EYE CLINIC,2.2616526101384844
2026-08-19 08:00:00,8,FAMILY CLINIC,0.2815303153888128
2026-08-19 08:00:00,8,FAMILY MEDICINE,0.2833374795909667
2026-08-19 08:00:00,8,GENERAL OPD ,24.369553976200425
2026-08-19 08:00:00,8,Gen Surg OPD,1.1617933153854425
2026-08-19 08:00:00,8,Gynae OPD,0.2815303153888128
2026-08-19 08:00:00,8,HTS,0.347955883146599
2026-08-19 08:00:00,8,MATERNITY NURSERY,0.2784500630110639
2026-08-19 08:00:00,8,MCH,7.464434455251667
2026-08-19 08:00:00,8,MEB PHYSIOTHERAPY,0.347955883146599
2026-08-19 08:00:00,8,MEB SPECIALITY CLINIC,10.97824670782512
2026-08-19 08:00:00,8,MENTAL HEALTH,0.347955883146599
2026-08-19 08:00:00,8,MORGUE,0.347955883146599
2026-08-19 08:00:00,8,NEURO SURGERY CONSULTATION,0.2784500630110639
2026-08-19 08:00:00,8,NEUROSURGERY,1.832956041757027
2026-08-19 08:00:00,8,NUTRITION,0.4462500218699661
2026-08-19 08:00:00,8,OCCUPATIONAL THERAPY,0.5425443706935692
2026-08-19 08:00:00,8,OHNS,2.918051563532838
2026-08-19 08:00:00,8,ONCOLOGY,11.69449193227721
2026-08-19 08:00:00,8,Ortho OPD,0.2736110671747057
2026-08-19 08:00:00,8,PAEDS,0.347955883146599
2026-08-19 08:00:00,8,PAEDS BKKH,10.761275007829871
2026-08-19 08:00:00,8,PALLIATIVE,0.2721283626954831
2026-08-19 08:00:00,8,PATHOLOGY,0.347955883146599
2026-08-19 08:00:00,8,PEDIATRIC NEUROLOGY,0.347955883146599
2026-08-19 08:00:00,8,PHYSIOTHERAPY,2.9977729185415574
2026-08-19 08:00:00,8,PRIVATE CLINIC,1.442255060245195
2026-08-19 08:00:00,8,PSYCHOLOGY,0.5991466506521114
2026-08-19 08:00:00,8,RENAL,5.656518279403273
2026-08-19 08:00:00,8,RESPIRATORY CENTER,0.347955883146599
2026-08-19 08:00:00,8,SPECIALITY CLINIC,11.05755263744981
2026-08-19 08:00:00,8,TELEMEDICINE,0.408012232272422
2026-08-19 09:00:00,9,ADMISSION,3.543556593324854
2026-08-19 09:00:00,9,ANAESTHESIA,0.3458732763056948
2026-08-19 09:00:00,9,Audiology,0.5228433459919675
2026-08-19 09:00:00,9,CARDIOLOGY,0.2763674561701598
2026-08-19 09:00:00,9,CASUALTY,0.5274213154235323
2026-08-19 09:00:00,9,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),8.53156346447594
2026-08-19 09:00:00,9,DAYCASE,1.4398405353122108
2026-08-19 09:00:00,9,DENTAL,5.386220659083512
2026-08-19 09:00:00,9,DIABETIC CLINIC,0.2763674561701598
2026-08-19 09:00:00,9,EYE CLINIC,2.2176910004122594
2026-08-19 09:00:00,9,FAMILY CLINIC,0.2794477085479086
2026-08-19 09:00:00,9,FAMILY MEDICINE,0.2812548727500625
2026-08-19 09:00:00,9,GENERAL OPD ,26.65548874213804
2026-08-19 09:00:00,9,Gen Surg OPD,1.1319583635105146
2026-08-19 09:00:00,9,Gynae OPD,0.2794477085479086
2026-08-19 09:00:00,9,HTS,0.3458732763056948
2026-08-19 09:00:00,9,MATERNITY NURSERY,0.2763674561701598
2026-08-19 09:00:00,9,MCH,7.555717770682405
2026-08-19 09:00:00,9,MEB PHYSIOTHERAPY,0.3458732763056948
2026-08-19 09:00:00,9,MEB SPECIALITY CLINIC,6.805968204615359
2026-08-19 09:00:00,9,MENTAL HEALTH,0.3458732763056948
2026-08-19 09:00:00,9,MORGUE,0.3458732763056948
2026-08-19 09:00:00,9,NEURO SURGERY CONSULTATION,0.2763674561701598
2026-08-19 09:00:00,9,NEUROSURGERY,2.4949596534327205
2026-08-19 09:00:00,9,NUTRITION,0.4219858642451332
2026-08-19 09:00:00,9,OCCUPATIONAL THERAPY,0.5073388964850318
2026-08-19 09:00:00,9,OHNS,2.9439407875186374
2026-08-19 09:00:00,9,ONCOLOGY,7.451480308647889
2026-08-19 09:00:00,9,Ortho OPD,0.2715284603338015
2026-08-19 09:00:00,9,PAEDS,0.3458732763056948
2026-08-19 09:00:00,9,PAEDS BKKH,7.778368230619344
2026-08-19 09:00:00,9,PALLIATIVE,0.2700457558545789
2026-08-19 09:00:00,9,PATHOLOGY,0.3458732763056948
2026-08-19 09:00:00,9,PEDIATRIC NEUROLOGY,0.3458732763056948
2026-08-19 09:00:00,9,PHYSIOTHERAPY,2.3495296361846774
2026-08-19 09:00:00,9,PRIVATE CLINIC,1.2388378156497877
2026-08-19 09:00:00,9,PSYCHOLOGY,0.5373245317705563
2026-08-19 09:00:00,9,RENAL,0.8624015423955058
2026-08-19 09:00:00,9,RESPIRATORY CENTER,0.3458732763056948
2026-08-19 09:00:00,9,SPECIALITY CLINIC,7.127009846427867
2026-08-19 09:00:00,9,TELEMEDICINE,0.4061069247061022
2026-08-19 10:00:00,10,ADMISSION,3.431500478818059
2026-08-19 10:00:00,10,ANAESTHESIA,0.2210401413960455
2026-08-19 10:00:00,10,Audiology,0.2981438087287537
2026-08-19 10:00:00,10,CARDIOLOGY,0.1515343212605105
2026-08-19 10:00:00,10,CASUALTY,0.4095245817012953
2026-08-19 10:00:00,10,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),6.419834555684877
2026-08-19 10:00:00,10,DAYCASE,1.2529011028957473
2026-08-19 10:00:00,10,DENTAL,4.155221682655082
2026-08-19 10:00:00,10,DIABETIC CLINIC,0.1515343212605105
2026-08-19 10:00:00,10,EYE CLINIC,1.34671606521388
2026-08-19 10:00:00,10,FAMILY CLINIC,0.15211056736
2026-08-19 10:00:00,10,FAMILY MEDICINE,0.1500936998071851
2026-08-19 10:00:00,10,GENERAL OPD ,16.94802574277739
2026-08-19 10:00:00,10,Gen Surg OPD,0.7477659376596918
2026-08-19 10:00:00,10,Gynae OPD,0.15211056736
2026-08-19 10:00:00,10,HTS,0.2210401413960455
2026-08-19 10:00:00,10,MATERNITY NURSERY,0.1515343212605105
2026-08-19 10:00:00,10,MCH,7.126176184802763
2026-08-19 10:00:00,10,MEB PHYSIOTHERAPY,0.2210401413960455
2026-08-19 10:00:00,10,MEB SPECIALITY CLINIC,3.16647065450477
2026-08-19 10:00:00,10,MENTAL HEALTH,0.2210401413960455
2026-08-19 10:00:00,10,MORGUE,0.2210401413960455
2026-08-19 10:00:00,10,NEURO SURGERY CONSULTATION,0.1515343212605105
2026-08-19 10:00:00,10,NEUROSURGERY,2.1568625436840163
2026-08-19 10:00:00,10,NUTRITION,0.2433608123685941
2026-08-19 10:00:00,10,OCCUPATIONAL THERAPY,0.4574952887507239
2026-08-19 10:00:00,10,OHNS,2.069148946825095
2026-08-19 10:00:00,10,ONCOLOGY,3.439661421105626
2026-08-19 10:00:00,10,Ortho OPD,0.1403672873909242
2026-08-19 10:00:00,10,PAEDS,0.2210401413960455
2026-08-19 10:00:00,10,PAEDS BKKH,4.46828881272966
2026-08-19 10:00:00,10,PALLIATIVE,0.1388845829117016
2026-08-19 10:00:00,10,PATHOLOGY,0.2210401413960455
2026-08-19 10:00:00,10,PEDIATRIC NEUROLOGY,0.2210401413960455
2026-08-19 10:00:00,10,PHYSIOTHERAPY,1.4214854087262194
2026-08-19 10:00:00,10,PRIVATE CLINIC,0.7055112257004941
2026-08-19 10:00:00,10,PSYCHOLOGY,0.4779523365192439
2026-08-19 10:00:00,10,RENAL,0.5869458933678013
2026-08-19 10:00:00,10,RESPIRATORY CENTER,0.2210401413960455
2026-08-19 10:00:00,10,SPECIALITY CLINIC,3.677196168534802
2026-08-19 10:00:00,10,TELEMEDICINE,0.2749457517632253
2026-08-19 11:00:00,11,ADMISSION,3.3166062889890227
