week,department,service,demand,weekly_capacity,capacity_surplus,patients_served,patients_remaining,utilization_pct,congestion_status
2026-09-01,Ortho OPD,Orthopaedic Consultation,1.999743532837998,1134.0,1132.000256467162,1.999743532837998,0.0,0.1763442268816576,Low
2026-09-01,PAEDS BKKH,Paediatric Surgical Service,90.07643517663624,756.0,665.9235648233638,90.07643517663624,0.0,11.914872377861936,Low
2026-09-01,PALLIATIVE,Palliative Care Consultation,1.5226909668091282,756.0,754.4773090331909,1.5226909668091282,0.0,0.2014141490488264,Low
2026-09-01,PHYSIOTHERAPY,Physiotherapy Treatment,29.32753214621272,756.0,726.6724678537872,29.32753214621272,0.0,3.879303193943482,Low
2026-09-01,PRIVATE CLINIC,Private Consultation,26.293936911170007,756.0,729.70606308883,26.293936911170007,0.0,3.478033982958996,Low
2026-09-01,PSYCHOLOGY,Psychology Consultation,10.48154530893684,504.0,493.5184546910632,10.48154530893684,0.0,2.079671688281119,Low
2026-09-01,RENAL,Dialysis,101.74931032375363,94.5,-7.249310323753633,94.5,7.249310323753633,107.67122785582394,Critical
2026-09-01,SPECIALITY CLINIC,Speciality Consultation,116.88081207574928,756.0,639.1191879242507,116.88081207574928,0.0,15.460424877744613,Low
2026-09-01,TELEMEDICINE,Telemedicine Consultation,13.413547309954383,1134.0,1120.5864526900457,13.413547309954383,0.0,1.1828524964686404,Low
2026-09-08,ADMISSION,Admission Processing,308.7941982627178,4032.0,3723.205801737282,308.7941982627178,0.0,7.658586266436454,Low
2026-09-08,Audiology,Audiology Assessment,12.434970777659816,756.0,743.5650292223402,12.434970777659816,0.0,1.6448374044523568,Low
2026-09-08,CARDIOLOGY,Cardiology Consultation,1.0430625748518896,756.0,754.9569374251481,1.0430625748518896,0.0,0.1379712400597737,Low
2026-09-08,CASUALTY,Emergency Consultation,35.09582419648062,3024.0,2988.90417580352,35.09582419648062,0.0,1.1605761969735655,Low
2026-09-08,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),Chronic Care Consultation,252.06573191347064,1134.0,881.9342680865293,252.06573191347064,0.0,22.22801868725491,Low
2026-09-08,DAYCASE,Day Surgery,52.60674405236757,378.0,325.39325594763244,52.60674405236757,0.0,13.917128056181896,Low
2026-09-08,DENTAL,Dental Consultation,98.58642304175304,756.0,657.413576958247,98.58642304175304,0.0,13.040532148380032,Low
2026-09-08,DIABETIC CLINIC,Diabetic Clinic Consultation,0.8464117127086198,1134.0,1133.1535882872913,0.8464117127086198,0.0,0.0746394808385026,Low
2026-09-08,EYE CLINIC,Ophthalmology Consultation,54.49181405162472,756.0,701.5081859483753,54.49181405162472,0.0,7.207911911590571,Low
2026-09-08,FAMILY CLINIC,Family Clinic Consultation,1.2833938323662293,1134.0,1132.7166061676337,1.2833938323662293,0.0,0.1131740592915546,Low
2026-09-08,FAMILY MEDICINE,Family Medicine Consultation,1.58010695887215,1134.0,1132.4198930411278,1.58010695887215,0.0,0.1393392379957804,Low
2026-09-08,GENERAL OPD,General Consultation,776.8673346968958,2268.0,1491.1326653031042,776.8673346968958,0.0,34.25340981908712,Low
2026-09-08,Gen Surg OPD,Surgical Consultation,47.04240682800605,1134.0,1086.957593171994,47.04240682800605,0.0,4.148360390476724,Low
2026-09-08,Gynae OPD,Gynaecology Consultation,1.0890343334987915,756.0,754.9109656665012,1.0890343334987915,0.0,0.1440521605157131,Low
2026-09-08,MATERNITY NURSERY,Maternity/Nursery Care,0.8622431795924616,2016.0,2015.1377568204075,0.8622431795924616,0.0,0.0427699989877213,Low
2026-09-08,MCH,Maternal and Child Health Consultation,258.3379157394111,1134.0,875.6620842605889,258.3379157394111,0.0,22.781121317408385,Low
2026-09-08,MEB SPECIALITY CLINIC,Speciality Consultation,264.54718306577183,756.0,491.45281693422817,264.54718306577183,0.0,34.9930136330386,Low
2026-09-08,MORGUE,Mortuary Service,1.2361544508540323,2016.0,2014.763845549146,1.2361544508540323,0.0,0.0613171850622039,Low
2026-09-08,NEURO SURGERY CONSULTATION,Neurosurgical Consultation,0.8153183767367576,756.0,755.1846816232633,0.8153183767367576,0.0,0.1078463461292007,Low
2026-09-08,NEUROSURGERY,Neurosurgical Consultation,27.169624899446177,756.0,728.8303751005539,27.169624899446177,0.0,3.59386572743997,Low
2026-09-08,NUTRITION,Nutrition Consultation,8.002375465374772,756.0,747.9976245346252,8.002375465374772,0.0,1.0585152731977212,Low
2026-09-08,OCCUPATIONAL THERAPY,Occupational Therapy,6.245326595499575,756.0,749.7546734045004,6.245326595499575,0.0,0.8261014015211078,Low
2026-09-08,OHNS,ENT Consultation,65.88099599540365,756.0,690.1190040045964,65.88099599540365,0.0,8.714417459709479,Low
2026-09-08,ONCOLOGY,Oncology Consultation,127.66038223169905,756.0,628.339617768301,127.66038223169905,0.0,16.886293945991937,Low
2026-09-08,Ortho OPD,Orthopaedic Consultation,1.9922840273491,1134.0,1132.0077159726509,1.9922840273491,0.0,0.1756864221648236,Low
2026-09-08,PAEDS BKKH,Paediatric Surgical Service,86.39990799482413,756.0,669.6000920051758,86.39990799482413,0.0,11.42855925857462,Low
2026-09-08,PALLIATIVE,Palliative Care Consultation,1.5162993886016296,756.0,754.4837006113984,1.5162993886016296,0.0,0.2005687021959827,Low
2026-09-08,PHYSIOTHERAPY,Physiotherapy Treatment,29.692751284723144,756.0,726.3072487152768,29.692751284723144,0.0,3.9276126037993575,Low
2026-09-08,PRIVATE CLINIC,Private Consultation,26.283965617553367,756.0,729.7160343824467,26.283965617553367,0.0,3.476715028776901,Low
2026-09-08,PSYCHOLOGY,Psychology Consultation,10.244670880115976,504.0,493.755329119884,10.244670880115976,0.0,2.0326727936738047,Low
2026-09-08,RENAL,Dialysis,99.80133332575404,94.5,-5.301333325754044,94.5,5.301333325754044,105.60987653518949,Critical
2026-09-08,SPECIALITY CLINIC,Speciality Consultation,124.28405280208092,756.0,631.715947197919,124.28405280208092,0.0,16.439689524084777,Low
2026-09-08,TELEMEDICINE,Telemedicine Consultation,13.603215190447,1134.0,1120.396784809553,13.603215190447,0.0,1.1995780591223102,Low
